(1378, 196, 2378, 1963, 2252, 1040, 1171, 1300, 1044, 1395)->[(-1+1*r5), 2, (5+1*r5), 0]
(1248, 1539, 197, 69, 1514, 1515, 1649, 21, 2069, 891)->[(1-1*r5), (-2-2*r5), -2, (-1-1*r5)]
(1728, 835, 805, 1574, 553, 2025, 1259, 655, 1077, 1718)->[0, 0, 4, (-2-2*r5)]
(714, 394, 970, 2091, 1331, 884, 1430, 119, 1271, 412)->[0, (-5-1*r5), -2, (-1+1*r5)]
(1890, 1350, 7, 2122, 2156, 1790, 1746, 374, 314, 1150)->[(3+1*r5), (-1-1*r5), 0, (0+2*r5)]
(386, 546, 1067, 109, 689, 981, 2007, 1339, 348, 1983)->[2, (3+1*r5), -4, (1+1*r5)]
(1441, 1559, 1134, 79, 1460, 2300, 151, 281, 2108, 1341)->[(-1+1*r5), (3+1*r5), (1-1*r5), (3+1*r5)]
(864, 2138, 296, 617, 2313, 332, 1167, 1266, 2042, 1279)->[(1+1*r5), 4, (3+1*r5), 2]
(131, 1319, 238, 1326, 1744, 434, 1464, 572, 445, 991)->[0, (2+2*r5), 4, 0]
(2369, 2211, 2150, 615, 397, 2192, 501, 443, 1916, 1949)->[(-1+1*r5), (-5-1*r5), 0, -2]
(140, 652, 1902, 145, 2325, 54, 663, 314, 477, 1150)->[(2+2*r5), -2, (-1+1*r5), (1+1*r5)]
(1378, 1865, 2378, 845, 686, 1489, 1843, 822, 1209, 1534)->[2, 0, (5+1*r5), (1-1*r5)]
(866, 2297, 746, 908, 496, 305, 1236, 377, 1627, 31)->[(3+1*r5), 2, (-1-1*r5), 4]
(836, 966, 2054, 1194, 846, 1140, 1237, 1494, 2073, 924)->[(5+1*r5), 0, (1-1*r5), 2]
(677, 2373, 360, 1546, 428, 2286, 178, 1234, 758, 2135)->[-4, (3+1*r5), (1+1*r5), -2]
(1573, 1223, 2345, 459, 1901, 2391, 2104, 763, 2334, 767)->[(1+1*r5), (-2-2*r5), (1-1*r5), 2]
(131, 2340, 1322, 558, 1263, 2003, 1268, 470, 1466, 572)->[0, (5+1*r5), 2, (1-1*r5)]
(416, 647, 1864, 1485, 2290, 2259, 1396, 532, 1531, 1759)->[(-2-2*r5), 0, 0, -4]
(810, 782, 879, 2126, 1491, 2165, 2232, 2361, 730, 1147)->[(-1+1*r5), (-1+1*r5), (3+1*r5), (3+1*r5)]
(256, 866, 422, 172, 846, 305, 2260, 1013, 1494, 2015)->[(2+2*r5), 2, (1-1*r5), (1+1*r5)]
(709, 1158, 1226, 2251, 78, 114, 563, 1559, 1341, 1950)->[0, (2+2*r5), 0, 4]
(257, 865, 2145, 615, 971, 308, 726, 1278, 1916, 734)->[(-1+1*r5), (-2-2*r5), 2, (-1-1*r5)]
(2146, 2083, 2178, 1543, 1131, 2384, 1492, 2359, 920, 1753)->[(0-2*r5), (3+1*r5), 0, (-1-1*r5)]
(864, 1413, 296, 488, 1164, 1809, 307, 2233, 2299, 2399)->[(0+2*r5), (1+1*r5), (3+1*r5), 0]
(289, 1027, 646, 1003, 497, 1367, 984, 827, 476, 1854)->[(-3-1*r5), (-1+1*r5), (-1+1*r5), (3+1*r5)]
(1921, 612, 28, 1647, 2396, 88, 1626, 732, 1214, 607)->[(-3-1*r5), (-1-1*r5), 0, (0+2*r5)]
(1933, 974, 1809, 1266, 371, 2099, 2138, 2299, 1116, 1118)->[(3+1*r5), (1+1*r5), 4, 2]
(1050, 2028, 206, 1711, 2191, 2287, 1337, 538, 1979, 1340)->[(3+1*r5), (3+1*r5), (1-1*r5), (-1+1*r5)]
(1633, 901, 935, 842, 139, 492, 849, 2072, 987, 2302)->[2, (1-1*r5), 0, (-5-1*r5)]
(320, 995, 1028, 1252, 775, 1834, 171, 1611, 472, 574)->[(-1-1*r5), (-2-2*r5), (1-1*r5), 2]
(1444, 1672, 523, 2064, 1361, 529, 2386, 2041, 1370, 255)->[(-2-2*r5), (1-1*r5), (1+1*r5), -2]
(1440, 1825, 2028, 1711, 466, 981, 598, 2007, 2229, 122)->[4, (3+1*r5), (-1-1*r5), 2]
(1603, 42, 1359, 690, 629, 1141, 959, 635, 1342, 351)->[-4, (-3-1*r5), (1+1*r5), -2]
(967, 935, 1096, 139, 1551, 1201, 1170, 1401, 444, 669)->[(-1+1*r5), 0, -2, (-5-1*r5)]
(2178, 1457, 468, 1365, 920, 121, 1306, 953, 1017, 383)->[(-3-1*r5), 4, -2, (-1-1*r5)]
(1473, 1031, 1354, 1514, 2222, 826, 891, 1916, 1949, 734)->[0, (-2-2*r5), 0, -4]
(224, 260, 1577, 656, 1937, 1523, 1812, 2043, 316, 2109)->[(-1+1*r5), (1-1*r5), (-3-1*r5), (-3-1*r5)]
(1693, 1448, 2312, 2349, 1014, 2103, 1112, 346, 989, 1310)->[(1-1*r5), (1+1*r5), (-2-2*r5), 2]
(2265, 1415, 969, 2352, 916, 756, 1783, 280, 1081, 2335)->[-2, -4, (-1-1*r5), (-3-1*r5)]
(802, 451, 2083, 1157, 1099, 365, 1389, 2384, 2011, 1244)->[(-1-1*r5), (2+2*r5), (1-1*r5), -2]
(1442, 1059, 1701, 1262, 494, 1422, 1583, 1615, 1871, 1403)->[4, (1+1*r5), 2, (-3-1*r5)]
(1088, 1251, 1574, 1598, 554, 655, 530, 92, 413, 414)->[(-1+1*r5), (1-1*r5), (3+1*r5), (-3-1*r5)]
(1217, 1954, 901, 935, 136, 1962, 1201, 1048, 2269, 1405)->[2, (-1+1*r5), 0, (-5-1*r5)]
(1156, 1604, 710, 2122, 527, 2097, 760, 2040, 1629, 1790)->[4, (-1-1*r5), 2, (3+1*r5)]
(2224, 177, 178, 179, 1234, 1498, 599, 1753, 186, 2359)->[(-3-1*r5), (3+1*r5), (-1+1*r5), (1-1*r5)]
(2329, 2382, 144, 912, 373, 1658, 791, 857, 154, 1884)->[(1-1*r5), (1-1*r5), (3+1*r5), (3+1*r5)]
(1216, 578, 1796, 1733, 1831, 72, 11, 2004, 2101, 1174)->[(5+1*r5), 2, 0, (1-1*r5)]
(2083, 2373, 2011, 1131, 1998, 178, 661, 186, 91, 638)->[(-1-1*r5), (2+2*r5), (-1+1*r5), -2]
(1028, 2308, 1833, 1676, 1006, 1648, 754, 917, 2044, 574)->[(-3-1*r5), (-3-1*r5), (1-1*r5), (-1+1*r5)]
(1501, 2057, 211, 725, 2103, 1561, 346, 731, 2009, 61)->[(-1+1*r5), (1+1*r5), (-2-2*r5), 2]
(161, 675, 235, 1707, 946, 692, 1558, 1527, 442, 794)->[(-1+1*r5), -2, (-1-1*r5), (2+2*r5)]
(2242, 292, 549, 1981, 1041, 279, 215, 795, 1245, 2270)->[(-3-1*r5), (-1+1*r5), (-3-1*r5), (-1+1*r5)]
(2050, 1125, 73, 1801, 528, 880, 2327, 952, 697, 1437)->[-2, (-5-1*r5), (-1+1*r5), 0]
(5, 295, 1230, 241, 2322, 1054, 793, 1562, 478, 1951)->[4, -2, (3+1*r5), (-1-1*r5)]
(1824, 931, 2342, 1671, 873, 1516, 1357, 2254, 247, 568)->[(-2-2*r5), (-1+1*r5), (1+1*r5), 2]
(256, 594, 404, 2036, 2260, 1529, 1786, 2079, 2014, 1823)->[(3+1*r5), (1+1*r5), 0, (0+2*r5)]
(1152, 1856, 2, 1672, 458, 1837, 2064, 1585, 759, 158)->[(-3-1*r5), -2, (1+1*r5), -4]
(480, 1313, 970, 1611, 1834, 148, 2327, 1722, 412, 1437)->[-2, (-5-1*r5), (1-1*r5), 0]
(2179, 2202, 2158, 979, 183, 2074, 892, 893, 2398, 191)->[4, (-3-1*r5), (1+1*r5), -2]
(779, 2283, 114, 563, 723, 1557, 1588, 2195, 797, 479)->[(1-1*r5), (3+1*r5), (-1+1*r5), (3+1*r5)]
(1280, 1250, 1956, 108, 2317, 1488, 1172, 1688, 633, 1115)->[(1-1*r5), (3+1*r5), (-3-1*r5), (1-1*r5)]
(1602, 2180, 1065, 334, 238, 1391, 83, 819, 1086, 991)->[-2, (2+2*r5), (1+1*r5), (-1+1*r5)]
(577, 999, 713, 490, 1036, 1652, 183, 1272, 2202, 1788)->[(3+1*r5), (-3-1*r5), (-1+1*r5), (1-1*r5)]
(449, 1409, 1157, 1287, 233, 1099, 1548, 400, 2289, 382)->[-2, (5+1*r5), (1-1*r5), 0]
(1898, 907, 844, 1994, 1038, 1295, 2171, 92, 414, 319)->[0, (-1-1*r5), (0+2*r5), (-3-1*r5)]
(739, 2278, 233, 1548, 175, 724, 1880, 1436, 764, 702)->[-2, (2+2*r5), (-1-1*r5), (-1+1*r5)]
(1475, 38, 2310, 328, 266, 746, 207, 1199, 433, 2297)->[(3+1*r5), 0, (0-2*r5), (1+1*r5)]
(1409, 1287, 137, 1322, 1366, 665, 1466, 2011, 1244, 638)->[(1-1*r5), (5+1*r5), 0, -2]
(876, 780, 941, 1422, 2030, 2324, 2356, 2389, 1403, 1471)->[(3+1*r5), (1+1*r5), 0, (0-2*r5)]
(516, 2246, 1866, 1465, 1390, 950, 1622, 1816, 729, 2271)->[(1-1*r5), 0, -2, (5+1*r5)]
(867, 1317, 8, 428, 1234, 179, 1842, 2133, 1114, 1211)->[(-3-1*r5), (0+2*r5), (1+1*r5), 0]
(1952, 673, 1347, 1766, 2318, 16, 1848, 633, 1115, 1023)->[-2, (3+1*r5), -4, (-1-1*r5)]
(1316, 713, 1324, 977, 1138, 1556, 534, 1272, 2395, 2236)->[(2+2*r5), (-1-1*r5), 2, (1-1*r5)]
(2306, 1571, 1604, 710, 1352, 1609, 1132, 1936, 2267, 1180)->[(1+1*r5), -2, 4, (3+1*r5)]
(1859, 902, 105, 975, 48, 1785, 534, 1497, 2395, 287)->[(5+1*r5), (1-1*r5), 2, 0]
(1057, 2245, 871, 1064, 745, 777, 2376, 53, 982, 2170)->[(3+1*r5), (-1-1*r5), -4, -2]
(1384, 1545, 523, 1773, 1455, 2386, 788, 1304, 505, 379)->[(-2-2*r5), (-1-1*r5), 2, (1-1*r5)]
(99, 1252, 1572, 230, 1383, 872, 1897, 1079, 472, 798)->[(-1-1*r5), (-3-1*r5), -2, 4]
(962, 867, 997, 8, 1224, 881, 1972, 1052, 2141, 1822)->[(0-2*r5), (1+1*r5), (3+1*r5), 0]
(1060, 2214, 1320, 525, 947, 1813, 1849, 538, 1340, 2237)->[(3+1*r5), (3+1*r5), (1-1*r5), (1-1*r5)]
(1312, 170, 2380, 212, 2198, 599, 1016, 1498, 1051, 2264)->[(-2-2*r5), 4, 0, 0]
(673, 1250, 1347, 868, 750, 1137, 403, 1172, 2137, 1274)->[(-1-1*r5), 4, (-3-1*r5), -2]
(896, 834, 361, 715, 1873, 2098, 2258, 52, 341, 2262)->[2, (-3-1*r5), -4, (-1-1*r5)]
(768, 1696, 678, 582, 1414, 1260, 1104, 1520, 2078, 670)->[-2, (1+1*r5), (3+1*r5), -4]
(1890, 1350, 168, 2345, 1198, 2032, 1841, 914, 118, 2334)->[(0+2*r5), (-3-1*r5), 0, (1+1*r5)]
(290, 2338, 325, 1134, 47, 466, 2007, 281, 762, 1339)->[(1+1*r5), (3+1*r5), -2, 4]
(608, 70, 648, 716, 1102, 1727, 1110, 1817, 828, 1087)->[(-2-2*r5), (-1+1*r5), (-1-1*r5), -2]
(1475, 38, 1862, 681, 908, 1101, 1751, 985, 570, 1627)->[4, 2, (-3-1*r5), (1+1*r5)]
(384, 930, 1122, 1892, 1416, 138, 1836, 2319, 435, 347)->[0, (-1+1*r5), (-5-1*r5), -2]
(259, 71, 589, 527, 176, 240, 945, 2130, 284, 1629)->[2, (-1-1*r5), (-1+1*r5), (2+2*r5)]
(418, 2242, 684, 1869, 751, 2063, 406, 1496, 1659, 2270)->[(-3-1*r5), (1+1*r5), -4, 2]
(416, 258, 41, 1769, 1875, 1396, 2291, 664, 409, 2075)->[(-3-1*r5), (-1+1*r5), (-1+1*r5), (-3-1*r5)]
(1217, 228, 2276, 1096, 2379, 2320, 1170, 1206, 1048, 958)->[(1+1*r5), (-1+1*r5), -2, (-2-2*r5)]
(1025, 1379, 2344, 781, 1489, 883, 822, 1944, 1018, 1787)->[(-1+1*r5), -2, (5+1*r5), 0]
(1441, 1315, 166, 2283, 524, 1356, 1807, 2195, 2108, 254)->[0, 4, 0, (2+2*r5)]
(2112, 1377, 1190, 1758, 752, 401, 1232, 1680, 885, 1470)->[-2, (-1-1*r5), (-1+1*r5), (-2-2*r5)]
(2296, 804, 486, 1095, 2198, 2039, 2264, 473, 700, 831)->[(-3-1*r5), (3+1*r5), (1-1*r5), (-1+1*r5)]
(2211, 711, 1512, 2091, 1197, 2192, 1681, 1430, 2104, 763)->[2, (-5-1*r5), (1-1*r5), 0]
(1859, 2054, 1896, 1902, 113, 145, 1140, 1047, 1785, 2047)->[(5+1*r5), -2, 0, (-1+1*r5)]
(130, 226, 708, 2119, 1035, 2031, 1493, 1749, 634, 1151)->[(-1-1*r5), -2, (2+2*r5), (1-1*r5)]
(66, 382, 1128, 1513, 1738, 400, 724, 820, 2301, 702)->[0, (5+1*r5), -2, (-1+1*r5)]
(2244, 2119, 456, 680, 77, 653, 2355, 1940, 1239, 634)->[-2, (1-1*r5), (2+2*r5), (-1-1*r5)]
(1315, 1988, 263, 2026, 2283, 1004, 593, 723, 25, 986)->[-2, (1+1*r5), (-1+1*r5), (2+2*r5)]
(1126, 615, 397, 1652, 153, 2202, 1692, 893, 1278, 2175)->[(1+1*r5), (-2-2*r5), (-1+1*r5), -2]
(2017, 1799, 1867, 588, 1552, 2256, 883, 57, 1787, 988)->[(-1+1*r5), (-1-1*r5), (2+2*r5), -2]
(1861, 457, 812, 205, 1804, 498, 180, 1336, 1305, 1183)->[(1+1*r5), (2+2*r5), (-1+1*r5), 2]
(2048, 2207, 450, 2151, 973, 367, 1363, 1019, 509, 735)->[(1-1*r5), (-2-2*r5), 2, (1+1*r5)]
(37, 1963, 1388, 2252, 462, 2383, 210, 531, 597, 59)->[0, (-1+1*r5), (5+1*r5), 2]
(896, 711, 2120, 1196, 816, 1681, 85, 2262, 345, 667)->[2, (-2-2*r5), (-1-1*r5), (1-1*r5)]
(1539, 1515, 1934, 2288, 916, 2102, 1783, 2008, 251, 1502)->[(-1-1*r5), (-3-1*r5), -2, -4]
(2273, 1348, 133, 421, 329, 208, 1264, 1905, 1299, 918)->[(1-1*r5), (-3-1*r5), (3+1*r5), (-1+1*r5)]
(2084, 745, 1873, 786, 1939, 2098, 2353, 376, 2170, 2204)->[(1+1*r5), -4, (-3-1*r5), -2]
(737, 2209, 1763, 1188, 2274, 135, 1879, 2094, 471, 1566)->[(-1+1*r5), (3+1*r5), (-1+1*r5), (-3-1*r5)]
(1505, 581, 133, 1393, 1299, 216, 2174, 1435, 2012, 1022)->[(1-1*r5), (-3-1*r5), (3+1*r5), (1-1*r5)]
(457, 521, 1513, 1738, 205, 78, 1434, 1714, 890, 1950)->[(-1+1*r5), (5+1*r5), 0, 2]
(98, 613, 1193, 492, 818, 1656, 1210, 987, 156, 1723)->[2, (-1-1*r5), (1-1*r5), (-2-2*r5)]
(288, 2339, 1100, 1644, 559, 1072, 87, 1594, 350, 1407)->[(-1-1*r5), (3+1*r5), -2, 4]
(834, 197, 69, 1029, 584, 2343, 1999, 52, 280, 1081)->[0, (-3-1*r5), (-1-1*r5), (0-2*r5)]
(962, 1667, 174, 51, 1877, 152, 1977, 2141, 766, 511)->[(-3-1*r5), (-1+1*r5), (3+1*r5), (1-1*r5)]
(610, 332, 1005, 1167, 1040, 18, 531, 1171, 504, 59)->[(-1+1*r5), (1+1*r5), (2+2*r5), 2]
(640, 2282, 1195, 2379, 958, 990, 1463, 2364, 1438, 1855)->[(1+1*r5), 2, -4, (-3-1*r5)]
(1825, 2338, 325, 1255, 521, 205, 1711, 498, 2354, 1337)->[(1+1*r5), (2+2*r5), (1-1*r5), 2]
(2212, 1990, 905, 236, 1453, 1392, 1695, 1904, 1596, 95)->[0, (0-2*r5), (-3-1*r5), (1+1*r5)]
(32, 1571, 586, 1132, 721, 694, 2232, 857, 1147, 1884)->[(-1+1*r5), (1-1*r5), (3+1*r5), (3+1*r5)]
(416, 4, 6, 41, 1485, 1837, 1585, 1660, 1821, 1374)->[(-3-1*r5), (1-1*r5), (-1+1*r5), (-3-1*r5)]
(481, 165, 358, 1605, 1757, 172, 1456, 404, 2260, 1117)->[(2+2*r5), 2, (-1+1*r5), (1+1*r5)]
(1672, 1545, 1864, 1485, 1837, 1173, 1143, 505, 1370, 1691)->[(-2-2*r5), -2, (-1+1*r5), (-1-1*r5)]
(224, 1026, 1474, 1992, 1098, 1168, 1523, 436, 1364, 250)->[(1+1*r5), -2, -4, (-3-1*r5)]
(2148, 839, 1320, 2215, 1770, 1483, 662, 375, 2237, 2238)->[(1+1*r5), (2+2*r5), (1-1*r5), -2]
(2052, 1189, 267, 1812, 1524, 2166, 1912, 2169, 2043, 60)->[2, (1-1*r5), (-2-2*r5), (-1-1*r5)]
(929, 2274, 452, 135, 2023, 75, 1771, 1240, 2045, 1311)->[0, (3+1*r5), (1+1*r5), (0-2*r5)]
(1443, 1987, 1735, 465, 1874, 533, 955, 252, 861, 1628)->[(-1+1*r5), -2, (-5-1*r5), 0]
(2082, 1059, 611, 1962, 875, 1996, 110, 1615, 2269, 1053)->[(1+1*r5), (-1+1*r5), 2, (-2-2*r5)]
(1889, 1894, 1703, 1482, 1709, 1773, 2255, 1304, 1853, 222)->[(-2-2*r5), (-1-1*r5), 2, (-1+1*r5)]
(512, 2114, 1163, 940, 271, 1360, 1682, 1683, 86, 1915)->[(-1+1*r5), (-3-1*r5), (1-1*r5), (3+1*r5)]
(740, 2340, 1642, 812, 1804, 558, 1434, 1745, 882, 890)->[2, (5+1*r5), (-1+1*r5), 0]
(2147, 839, 744, 1800, 1993, 273, 662, 1945, 2298, 1630)->[2, (2+2*r5), (-1-1*r5), (1-1*r5)]
(2306, 359, 104, 71, 1352, 398, 437, 760, 1564, 1629)->[(1+1*r5), (1-1*r5), 2, (2+2*r5)]
(897, 742, 2060, 1104, 1520, 1076, 1877, 1398, 919, 152)->[-4, 2, (3+1*r5), (-1-1*r5)]
(1704, 1162, 1931, 2095, 593, 467, 372, 723, 1588, 1779)->[-2, 4, (1+1*r5), (3+1*r5)]
(1825, 546, 1128, 1800, 2298, 109, 2354, 2229, 474, 2301)->[2, (2+2*r5), (-1-1*r5), (-1+1*r5)]
(1508, 2309, 2367, 1479, 1931, 2350, 1588, 309, 695, 479)->[0, (3+1*r5), (1+1*r5), (0+2*r5)]
(1024, 1314, 1922, 1797, 2121, 1805, 1207, 2329, 1658, 1725)->[-2, (1-1*r5), (2+2*r5), (1+1*r5)]
(1607, 520, 1578, 1166, 1105, 658, 116, 1205, 438, 1149)->[(-1-1*r5), 2, -4, (3+1*r5)]
(1668, 1803, 1593, 1233, 242, 20, 475, 855, 1369, 859)->[(-3-1*r5), (1-1*r5), (3+1*r5), (-1+1*r5)]
(418, 2210, 44, 751, 658, 1427, 1238, 1368, 1149, 1663)->[(-3-1*r5), 2, (-1-1*r5), 4]
(1731, 551, 236, 2159, 1392, 2351, 1074, 1558, 56, 442)->[0, (-1-1*r5), (0-2*r5), (3+1*r5)]
(160, 1282, 1636, 1094, 1051, 591, 1621, 1016, 411, 671)->[(-5-1*r5), 2, 0, (-1+1*r5)]
(2272, 994, 1509, 1030, 2378, 1291, 1521, 1938, 1044, 1209)->[0, (-1+1*r5), (5+1*r5), -2]
(1632, 844, 2062, 1295, 1903, 308, 1461, 726, 312, 1565)->[0, (-3-1*r5), (1+1*r5), (0-2*r5)]
(644, 5, 262, 1997, 687, 720, 1778, 1590, 668, 478)->[(3+1*r5), 0, (0+2*r5), (-1-1*r5)]
(1216, 1829, 2117, 72, 683, 780, 2030, 120, 1273, 1439)->[(2+2*r5), 2, (1-1*r5), (-1-1*r5)]
(1313, 1473, 2050, 2150, 1514, 2001, 501, 2069, 1437, 415)->[(1-1*r5), (-5-1*r5), 0, -2]
(515, 1476, 230, 1163, 429, 336, 1360, 1876, 1079, 856)->[(1-1*r5), (-3-1*r5), (1-1*r5), (3+1*r5)]
(1383, 872, 1453, 1741, 2029, 1136, 209, 1919, 1947, 95)->[-2, (-3-1*r5), -4, (1+1*r5)]
(2181, 1994, 588, 1552, 2322, 1562, 954, 92, 413, 1599)->[2, (-1-1*r5), (3+1*r5), -4]
(644, 1033, 2186, 2385, 1778, 307, 1078, 1910, 2233, 1948)->[(3+1*r5), (-1+1*r5), (3+1*r5), (1-1*r5)]
(33, 1570, 1155, 1729, 904, 1544, 1802, 847, 1907, 1109)->[(3+1*r5), (-1-1*r5), 0, (0-2*r5)]
(545, 67, 1959, 1900, 1970, 2164, 246, 827, 476, 1021)->[(0-2*r5), 0, (1+1*r5), (3+1*r5)]
(737, 682, 2094, 1935, 850, 1716, 823, 536, 2266, 2239)->[(-1+1*r5), (3+1*r5), (1-1*r5), (-3-1*r5)]
(1664, 1379, 1446, 2188, 781, 499, 181, 342, 249, 94)->[(1+1*r5), -2, (2+2*r5), (-1+1*r5)]
(2086, 967, 1736, 939, 1937, 1269, 1401, 1499, 316, 543)->[0, 0, -4, (-2-2*r5)]
(195, 360, 1131, 1358, 1043, 1492, 661, 758, 90, 1182)->[(-1-1*r5), (3+1*r5), 2, -4]
(2081, 1858, 810, 1132, 2267, 1811, 1974, 1913, 1147, 1277)->[(1+1*r5), 0, (3+1*r5), (0+2*r5)]
(1059, 900, 1188, 1763, 1097, 1962, 651, 1871, 214, 1405)->[2, (1+1*r5), (-1+1*r5), (-2-2*r5)]
(417, 1955, 840, 617, 2313, 2123, 685, 309, 695, 157)->[2, (3+1*r5), 4, (1+1*r5)]
(1025, 1761, 2216, 106, 1325, 1264, 1299, 1787, 988, 2174)->[0, -4, (2+2*r5), 0]
(1504, 482, 1130, 2221, 2223, 1009, 2033, 1046, 1687, 1721)->[(-1-1*r5), (1-1*r5), -2, (-2-2*r5)]
(736, 1495, 931, 1959, 1481, 1517, 2254, 1367, 827, 1980)->[(-3-1*r5), 2, (1+1*r5), 4]
(2144, 994, 484, 1509, 550, 456, 1608, 277, 1493, 634)->[-2, 0, (5+1*r5), (1-1*r5)]
(705, 1794, 1123, 870, 390, 1222, 2311, 2092, 957, 286)->[-2, (-1+1*r5), 0, (-5-1*r5)]
(449, 802, 961, 1157, 177, 1686, 2039, 186, 91, 700)->[-4, (2+2*r5), 0, 0]
(514, 1443, 138, 267, 1290, 717, 1836, 368, 1524, 861)->[2, 0, (-5-1*r5), (1-1*r5)]
(1314, 291, 1634, 2213, 2216, 2121, 208, 1264, 1424, 283)->[(1-1*r5), (-1-1*r5), (2+2*r5), 2]
(2243, 2212, 1990, 968, 650, 43, 1261, 2127, 595, 503)->[(1-1*r5), (-1-1*r5), (-2-2*r5), 2]
(609, 2053, 1063, 40, 204, 1885, 239, 951, 1563, 1085)->[(-5-1*r5), (1-1*r5), -2, 0]
(162, 482, 1795, 1511, 969, 2033, 916, 2102, 1080, 124)->[-4, (-1-1*r5), -2, (-3-1*r5)]
(357, 297, 1450, 2153, 878, 943, 338, 2068, 1404, 1726)->[(1+1*r5), 4, (-3-1*r5), -2]
(34, 1508, 840, 457, 2251, 1133, 78, 911, 695, 1183)->[(-1+1*r5), (2+2*r5), 2, (1+1*r5)]
(1952, 1506, 932, 1543, 1389, 2384, 787, 468, 1306, 1023)->[(-1-1*r5), (3+1*r5), -2, -4]
(516, 1286, 169, 1356, 814, 1807, 2161, 950, 1782, 218)->[0, 2, (1-1*r5), (5+1*r5)]
(966, 1542, 266, 2059, 237, 846, 305, 691, 439, 2297)->[(2+2*r5), (-1+1*r5), (-1-1*r5), 2]
(1827, 324, 2276, 903, 1471, 302, 2320, 2389, 1273, 1439)->[(3+1*r5), (-1+1*r5), (1-1*r5), (-3-1*r5)]
(2176, 1761, 581, 1765, 2279, 1781, 1022, 57, 988, 889)->[(-1+1*r5), (-3-1*r5), (3+1*r5), (1-1*r5)]
(2113, 1637, 138, 1290, 942, 274, 435, 2227, 725, 61)->[(-1+1*r5), 2, (-5-1*r5), 0]
(196, 996, 1040, 18, 1202, 628, 888, 123, 540, 2142)->[0, 4, (2+2*r5), 0]
(2080, 1826, 355, 2371, 2219, 1069, 1486, 2131, 378, 1343)->[(3+1*r5), (-1+1*r5), (-3-1*r5), (1-1*r5)]
(452, 933, 1127, 2003, 661, 470, 665, 1182, 2045, 638)->[(1-1*r5), (2+2*r5), 2, (-1-1*r5)]
(736, 1495, 1285, 2118, 2124, 626, 948, 213, 1620, 23)->[(-3-1*r5), 4, 2, (1+1*r5)]
(256, 290, 206, 2287, 496, 466, 598, 377, 2015, 1823)->[(3+1*r5), 4, -2, (1+1*r5)]
(544, 1440, 744, 1800, 1450, 556, 2068, 693, 2229, 1338)->[(1+1*r5), (3+1*r5), (0-2*r5), 0]
(928, 163, 2148, 423, 1528, 2280, 1770, 1423, 536, 2266)->[(1+1*r5), (3+1*r5), -2, -4]
(2372, 423, 1770, 1710, 399, 947, 2324, 2356, 1849, 2238)->[(0+2*r5), (3+1*r5), 0, (-1-1*r5)]
(2309, 1479, 2247, 2095, 1522, 83, 372, 926, 2173, 1086)->[-2, (3+1*r5), 4, (1+1*r5)]
(323, 1251, 805, 774, 1943, 1940, 1077, 1239, 2171, 414)->[(1-1*r5), (1-1*r5), (3+1*r5), (-3-1*r5)]
(1603, 748, 909, 1455, 2000, 1490, 2002, 788, 1141, 2013)->[(-3-1*r5), (-3-1*r5), (-1+1*r5), (1-1*r5)]
(611, 903, 807, 265, 1615, 1968, 50, 2162, 2389, 1403)->[(3+1*r5), (-1+1*r5), (-1+1*r5), (-3-1*r5)]
(1218, 1893, 2055, 906, 1674, 1866, 2388, 565, 1462, 2271)->[-2, (1-1*r5), 0, (5+1*r5)]
(353, 1798, 2278, 1964, 2317, 2349, 175, 1488, 1014, 1662)->[(1-1*r5), (3+1*r5), (-3-1*r5), (-1+1*r5)]
(1510, 585, 2190, 80, 1777, 405, 821, 539, 1148, 1535)->[(1-1*r5), (-3-1*r5), (-3-1*r5), (1-1*r5)]
(614, 2120, 9, 1271, 395, 816, 1429, 119, 539, 1535)->[0, (-2-2*r5), -4, 0]
(1091, 102, 2157, 1678, 530, 2322, 854, 793, 954, 1598)->[(1+1*r5), -2, 4, (-3-1*r5)]
(1861, 1768, 617, 2184, 180, 2138, 603, 2076, 157, 1118)->[4, (3+1*r5), (1+1*r5), 2]
(2340, 2215, 1322, 1483, 1642, 13, 1071, 2196, 1366, 575)->[(-1+1*r5), (5+1*r5), 0, -2]
(674, 1380, 584, 427, 1515, 2222, 2008, 280, 2265, 891)->[(1-1*r5), (-3-1*r5), (1-1*r5), (-3-1*r5)]
(1731, 1476, 1572, 1383, 2061, 2351, 564, 856, 666, 1947)->[-2, -4, (-1-1*r5), (3+1*r5)]
(2360, 583, 1160, 1640, 2093, 1296, 275, 2197, 1784, 1500)->[4, (3+1*r5), (1+1*r5), -2]
(576, 1156, 168, 688, 118, 1878, 2040, 601, 30, 1503)->[(1+1*r5), (-3-1*r5), 2, 4]
(805, 678, 201, 553, 1260, 1868, 1943, 792, 441, 921)->[(1-1*r5), (-1+1*r5), (3+1*r5), (-3-1*r5)]
(1986, 2243, 229, 838, 968, 1161, 426, 657, 789, 983)->[-2, (1-1*r5), (-2-2*r5), (1+1*r5)]
(417, 1955, 2056, 809, 2350, 1231, 2077, 2139, 925, 2367)->[2, 4, (1+1*r5), (3+1*r5)]
(1316, 1497, 1902, 1333, 534, 567, 1717, 1049, 2325, 2047)->[(2+2*r5), (-1-1*r5), 2, (-1+1*r5)]
(1953, 226, 74, 1803, 1361, 1749, 2041, 475, 766, 511)->[(-3-1*r5), (1-1*r5), (3+1*r5), (1-1*r5)]
